1bd9ddd50414715d10079b7f1d021fc7ec46c34a
Using arguments Cli { command: Build(BuildArgs { model_type: Regressor(RegressorArgs { labels: None, params: GenericBuildParams { degree: 3, num_coefficients: 4, hidden_layer_sizes: Some([2]), training_parameters: TrainArgs { data_file: "/tmp/tmp.YXQmh52ehB.json", num_epochs: 500, knot_update_interval: 100, knot_adaptivity: 0.1, learning_rate: 0.001, knot_extension_targets: Some([10, 20, 50]), knot_extension_times: Some([50, 100, 250]), validate_each_epoch: true, validation_split: 0.2, model_output_file: None, no_save: true } } }) }), log_output: true, num_threads: None }
Thread count not specified. Using 16 threads
Loading regression data from file: "/tmp/tmp.YXQmh52ehB.json"
creating validation set
Data loaded. Training: 80000, Validation: 20000
2024-07-30 19:46:27.526112757 +00:00 Epoch 213: Training Loss: 0.011880186048614533, Validation Loss: 0.008564032274945739
2024-07-30 19:46:27.756529726 +00:00 Epoch 214: Training Loss: 0.01181367472386626, Validation Loss: 0.00849939283729347
2024-07-30 19:46:27.988212735 +00:00 Epoch 215: Training Loss: 0.01174834385105271, Validation Loss: 0.008435313164510877
2024-07-30 19:46:28.219848793 +00:00 Epoch 216: Training Loss: 0.011683892844769435, Validation Loss: 0.008371844983769729
2024-07-30 19:46:28.450992845 +00:00 Epoch 217: Training Loss: 0.011619883315002109, Validation Loss: 0.008308976137920362
2024-07-30 19:46:28.682481483 +00:00 Epoch 218: Training Loss: 0.011556192596177007, Validation Loss: 0.008246774005025563
2024-07-30 19:46:28.913882093 +00:00 Epoch 219: Training Loss: 0.011492901879600809, Validation Loss: 0.008185174677459162
2024-07-30 19:46:29.144611411 +00:00 Epoch 220: Training Loss: 0.011430777995541153, Validation Loss: 0.008124183287503554
2024-07-30 19:46:29.375635910 +00:00 Epoch 221: Training Loss: 0.011369952308613632, Validation Loss: 0.008063825326897018
2024-07-30 19:46:29.606596595 +00:00 Epoch 222: Training Loss: 0.011310141715942126, Validation Loss: 0.008004095822769425
2024-07-30 19:46:29.837656282 +00:00 Epoch 223: Training Loss: 0.011250739253909599, Validation Loss: 0.007944986393322865
2024-07-30 19:46:30.068437439 +00:00 Epoch 224: Training Loss: 0.01119193269676622, Validation Loss: 0.007886486732037857
2024-07-30 19:46:30.299679364 +00:00 Epoch 225: Training Loss: 0.01113376603238549, Validation Loss: 0.007828590227354623
2024-07-30 19:46:30.530020029 +00:00 Epoch 226: Training Loss: 0.01107678616636904, Validation Loss: 0.007771292208141021
2024-07-30 19:46:30.760620226 +00:00 Epoch 227: Training Loss: 0.011020902353427228, Validation Loss: 0.007714621867239765
2024-07-30 19:46:30.991085597 +00:00 Epoch 228: Training Loss: 0.010965760146457282, Validation Loss: 0.007658629600366891
2024-07-30 19:46:31.221629899 +00:00 Epoch 229: Training Loss: 0.010911343471813014, Validation Loss: 0.007603256593123202
2024-07-30 19:46:31.452565077 +00:00 Epoch 230: Training Loss: 0.010857814937979654, Validation Loss: 0.007548562626652854
2024-07-30 19:46:31.682989795 +00:00 Epoch 231: Training Loss: 0.010805097025578485, Validation Loss: 0.0074944936954232265
2024-07-30 19:46:31.913425935 +00:00 Epoch 232: Training Loss: 0.010752703430376875, Validation Loss: 0.00744100694774573
2024-07-30 19:46:32.144715728 +00:00 Epoch 233: Training Loss: 0.010700300105993184, Validation Loss: 0.007388121883797659
2024-07-30 19:46:32.375223730 +00:00 Epoch 234: Training Loss: 0.010648561171008613, Validation Loss: 0.007335952158490144
2024-07-30 19:46:32.605545950 +00:00 Epoch 235: Training Loss: 0.010597792367923756, Validation Loss: 0.0072843998773594945
2024-07-30 19:46:32.837123980 +00:00 Epoch 236: Training Loss: 0.010547520565768487, Validation Loss: 0.007233489861505774
2024-07-30 19:46:33.067940006 +00:00 Epoch 237: Training Loss: 0.010498312865496516, Validation Loss: 0.0071832059528838385
2024-07-30 19:46:33.299217311 +00:00 Epoch 238: Training Loss: 0.010449085744538763, Validation Loss: 0.007133551994789742
2024-07-30 19:46:33.529678288 +00:00 Epoch 239: Training Loss: 0.010400114572535698, Validation Loss: 0.007084535495273636
2024-07-30 19:46:33.761341044 +00:00 Epoch 240: Training Loss: 0.010352093988975656, Validation Loss: 0.007036150967652414
2024-07-30 19:46:33.992495100 +00:00 Epoch 241: Training Loss: 0.010304763149625615, Validation Loss: 0.006988371416623529
2024-07-30 19:46:34.222806246 +00:00 Epoch 242: Training Loss: 0.010257568081720675, Validation Loss: 0.0069411702717088785
2024-07-30 19:46:34.452688424 +00:00 Epoch 243: Training Loss: 0.010211483338766952, Validation Loss: 0.006894605062509372
2024-07-30 19:46:34.683219185 +00:00 Epoch 244: Training Loss: 0.010166087083155141, Validation Loss: 0.00684864374157319
2024-07-30 19:46:34.915222854 +00:00 Epoch 245: Training Loss: 0.01012094758381449, Validation Loss: 0.006803323351154251
2024-07-30 19:46:35.146010425 +00:00 Epoch 246: Training Loss: 0.010076760415426295, Validation Loss: 0.00675860643222994
2024-07-30 19:46:35.377977306 +00:00 Epoch 247: Training Loss: 0.010033353740553303, Validation Loss: 0.006714412153366011
2024-07-30 19:46:35.608945527 +00:00 Epoch 248: Training Loss: 0.009990062661920264, Validation Loss: 0.0066708160681453205
2024-07-30 19:46:35.840695952 +00:00 Epoch 249: Training Loss: 0.009947200021930343, Validation Loss: 0.006627812092532531
2024-07-30 19:46:36.072253613 +00:00 Epoch 250: Training Loss: 0.009905092457686658, Validation Loss: 0.006585434492338999
2024-07-30 19:46:36.075118773 +00:00 Extending knot vectors from 20 to 50
2024-07-30 19:46:36.807620656 +00:00 Epoch 251: Training Loss: 0.062069628870211044, Validation Loss: 0.05956407283448599
2024-07-30 19:46:37.528166672 +00:00 Epoch 252: Training Loss: 0.06274581497045972, Validation Loss: 0.05932658603429906
2024-07-30 19:46:38.254295112 +00:00 Epoch 253: Training Loss: 0.0625094629118173, Validation Loss: 0.05909087188887545
2024-07-30 19:46:38.973816579 +00:00 Epoch 254: Training Loss: 0.062274715930074595, Validation Loss: 0.058856959703934265
2024-07-30 19:46:39.688382552 +00:00 Epoch 255: Training Loss: 0.06204149342661465, Validation Loss: 0.05862440684976599
2024-07-30 19:46:40.404957881 +00:00 Epoch 256: Training Loss: 0.06180974166392886, Validation Loss: 0.05839347530338431
2024-07-30 19:46:41.123416241 +00:00 Epoch 257: Training Loss: 0.06157943588071688, Validation Loss: 0.05816423333347218
2024-07-30 19:46:41.842111805 +00:00 Epoch 258: Training Loss: 0.061350584720284006, Validation Loss: 0.057936311529246234
2024-07-30 19:46:42.567732718 +00:00 Epoch 259: Training Loss: 0.06112313349438646, Validation Loss: 0.05770991450707305
2024-07-30 19:46:43.282484144 +00:00 Epoch 260: Training Loss: 0.060897092992763455, Validation Loss: 0.05748482735175594
2024-07-30 19:46:44.000644560 +00:00 Epoch 261: Training Loss: 0.06067240326076626, Validation Loss: 0.05726114243457455
2024-07-30 19:46:44.721590601 +00:00 Epoch 262: Training Loss: 0.06044904947847163, Validation Loss: 0.057038774330166235
2024-07-30 19:46:45.439219849 +00:00 Epoch 263: Training Loss: 0.06022703535083514, Validation Loss: 0.05681770934138151
2024-07-30 19:46:46.159566619 +00:00 Epoch 264: Training Loss: 0.060006306471973234, Validation Loss: 0.05659814660578635
2024-07-30 19:46:46.875949434 +00:00 Epoch 265: Training Loss: 0.05978682179236996, Validation Loss: 0.05638006496182542
2024-07-30 19:46:47.594042735 +00:00 Epoch 266: Training Loss: 0.059568642806623995, Validation Loss: 0.05616335674919603
2024-07-30 19:46:48.309753238 +00:00 Epoch 267: Training Loss: 0.05935168182979452, Validation Loss: 0.055948001113302746
2024-07-30 19:46:49.028743602 +00:00 Epoch 268: Training Loss: 0.0591359671673178, Validation Loss: 0.0557339237422868
2024-07-30 19:46:49.746945561 +00:00 Epoch 269: Training Loss: 0.05892146104027082, Validation Loss: 0.055521148017563915
2024-07-30 19:46:50.464998844 +00:00 Epoch 270: Training Loss: 0.05870815980621075, Validation Loss: 0.05530981886020524
2024-07-30 19:46:51.184468781 +00:00 Epoch 271: Training Loss: 0.058496093771137556, Validation Loss: 0.05509982629648886
2024-07-30 19:46:51.902777397 +00:00 Epoch 272: Training Loss: 0.058285259038652205, Validation Loss: 0.054891205922804706
2024-07-30 19:46:52.618717582 +00:00 Epoch 273: Training Loss: 0.05807563041209445, Validation Loss: 0.054683732720157176
2024-07-30 19:46:53.331949632 +00:00 Epoch 274: Training Loss: 0.05786718379615641, Validation Loss: 0.054477608831574154
2024-07-30 19:46:54.060780622 +00:00 Epoch 275: Training Loss: 0.05765989386558134, Validation Loss: 0.054273015790940085
2024-07-30 19:46:54.780187903 +00:00 Epoch 276: Training Loss: 0.057453743717302004, Validation Loss: 0.054069864350445744
2024-07-30 19:46:55.500482059 +00:00 Epoch 277: Training Loss: 0.05724873987664966, Validation Loss: 0.05386781971538666
2024-07-30 19:46:56.222252373 +00:00 Epoch 278: Training Loss: 0.05704490695129356, Validation Loss: 0.05366684129543423
2024-07-30 19:46:56.941949573 +00:00 Epoch 279: Training Loss: 0.056842259224979146, Validation Loss: 0.053467192233649964
2024-07-30 19:46:57.660340712 +00:00 Epoch 280: Training Loss: 0.05664076863454877, Validation Loss: 0.053268759769031386
2024-07-30 19:46:58.375975490 +00:00 Epoch 281: Training Loss: 0.05644040878111823, Validation Loss: 0.05307182520968804
2024-07-30 19:46:59.095563108 +00:00 Epoch 282: Training Loss: 0.05624120068675992, Validation Loss: 0.0528761645283982
2024-07-30 19:46:59.811871612 +00:00 Epoch 283: Training Loss: 0.056043146829478516, Validation Loss: 0.05268164947834906
2024-07-30 19:47:00.531784781 +00:00 Epoch 284: Training Loss: 0.0558462560632492, Validation Loss: 0.05248836017158648
2024-07-30 19:47:01.255136852 +00:00 Epoch 285: Training Loss: 0.055650472060594924, Validation Loss: 0.052296432334857534
2024-07-30 19:47:01.980945502 +00:00 Epoch 286: Training Loss: 0.05545581159095057, Validation Loss: 0.05210574631773349
2024-07-30 19:47:02.711020567 +00:00 Epoch 287: Training Loss: 0.05526229240116863, Validation Loss: 0.05191629595503283
2024-07-30 19:47:03.432812577 +00:00 Epoch 288: Training Loss: 0.05506994635163402, Validation Loss: 0.051728172007751025
2024-07-30 19:47:04.162689164 +00:00 Epoch 289: Training Loss: 0.05487879081943019, Validation Loss: 0.05154122824766852
2024-07-30 19:47:04.881174022 +00:00 Epoch 290: Training Loss: 0.05468879129306207, Validation Loss: 0.0513553735146848
2024-07-30 19:47:05.597060484 +00:00 Epoch 291: Training Loss: 0.05449991284132377, Validation Loss: 0.05117066459343931
2024-07-30 19:47:06.320629353 +00:00 Epoch 292: Training Loss: 0.054312198393079644, Validation Loss: 0.05098713716474589
2024-07-30 19:47:07.050138959 +00:00 Epoch 293: Training Loss: 0.054125674204895724, Validation Loss: 0.05080465977969416
2024-07-30 19:47:07.771719331 +00:00 Epoch 294: Training Loss: 0.05394035061789366, Validation Loss: 0.05062317459263102
2024-07-30 19:47:08.499740624 +00:00 Epoch 295: Training Loss: 0.0537561770809812, Validation Loss: 0.050442942018750964
2024-07-30 19:47:09.227665140 +00:00 Epoch 296: Training Loss: 0.05357314474122565, Validation Loss: 0.05026353587036565
2024-07-30 19:47:09.948076258 +00:00 Epoch 297: Training Loss: 0.053391288266728176, Validation Loss: 0.05008518059378531
2024-07-30 19:47:10.670159235 +00:00 Epoch 298: Training Loss: 0.05321057403539922, Validation Loss: 0.04990789367055944
2024-07-30 19:47:11.399412453 +00:00 Epoch 299: Training Loss: 0.05303097331361039, Validation Loss: 0.04973179385814981
2024-07-30 19:47:12.123086516 +00:00 Epoch 300: Training Loss: 0.05285248555771125, Validation Loss: 0.049556805172221045
2024-07-30 19:47:12.845051757 +00:00 Epoch 301: Training Loss: 0.05267512813769698, Validation Loss: 0.04938255956350048
2024-07-30 19:47:13.571955176 +00:00 Epoch 302: Training Loss: 0.0524989081493987, Validation Loss: 0.04920937703819513
2024-07-30 19:47:14.294584644 +00:00 Epoch 303: Training Loss: 0.05232378900745331, Validation Loss: 0.049037292191560874
2024-07-30 19:47:15.017219396 +00:00 Epoch 304: Training Loss: 0.05214977632854137, Validation Loss: 0.048866366869399144
2024-07-30 19:47:15.748695767 +00:00 Epoch 305: Training Loss: 0.051976916882967884, Validation Loss: 0.04869647722169782
2024-07-30 19:47:16.481281091 +00:00 Epoch 306: Training Loss: 0.051805180965919496, Validation Loss: 0.04852751013140702
2024-07-30 19:47:17.202205639 +00:00 Epoch 307: Training Loss: 0.05163457462147659, Validation Loss: 0.048359544741920835
2024-07-30 19:47:17.926718501 +00:00 Epoch 308: Training Loss: 0.05146513818294296, Validation Loss: 0.04819262623753597
2024-07-30 19:47:18.648189198 +00:00 Epoch 309: Training Loss: 0.051296846035660745, Validation Loss: 0.04802674508447404
2024-07-30 19:47:19.369313588 +00:00 Epoch 310: Training Loss: 0.05112963892027329, Validation Loss: 0.0478620149316328
2024-07-30 19:47:20.089573105 +00:00 Epoch 311: Training Loss: 0.0509635176049023, Validation Loss: 0.04769841394077379
2024-07-30 19:47:20.812719471 +00:00 Epoch 312: Training Loss: 0.05079847669231354, Validation Loss: 0.047535816304936876
2024-07-30 19:47:21.532699238 +00:00 Epoch 313: Training Loss: 0.05063447319150656, Validation Loss: 0.04737411009187805
2024-07-30 19:47:22.251441208 +00:00 Epoch 314: Training Loss: 0.050471554812354796, Validation Loss: 0.04721338024505286
2024-07-30 19:47:22.968462930 +00:00 Epoch 315: Training Loss: 0.05030967775385065, Validation Loss: 0.04705360640200823
2024-07-30 19:47:23.683484466 +00:00 Epoch 316: Training Loss: 0.05014882323635826, Validation Loss: 0.0468948037152663
2024-07-30 19:47:24.403915962 +00:00 Epoch 317: Training Loss: 0.04998898378970481, Validation Loss: 0.046736883635336214
2024-07-30 19:47:25.121444266 +00:00 Epoch 318: Training Loss: 0.049830159353859343, Validation Loss: 0.04657986556893156
2024-07-30 19:47:25.840877656 +00:00 Epoch 319: Training Loss: 0.049672334818439, Validation Loss: 0.04642394846689935
2024-07-30 19:47:26.562729229 +00:00 Epoch 320: Training Loss: 0.04951550233880269, Validation Loss: 0.04626905446861192
2024-07-30 19:47:27.287097705 +00:00 Epoch 321: Training Loss: 0.049359693447579275, Validation Loss: 0.04611524404205885
2024-07-30 19:47:28.003197515 +00:00 Epoch 322: Training Loss: 0.04920488249815019, Validation Loss: 0.045962445730144116
2024-07-30 19:47:28.720674681 +00:00 Epoch 323: Training Loss: 0.0490510154405133, Validation Loss: 0.045810635788552864
2024-07-30 19:47:29.438971561 +00:00 Epoch 324: Training Loss: 0.04889807686546984, Validation Loss: 0.045659870453700985
2024-07-30 19:47:30.154794714 +00:00 Epoch 325: Training Loss: 0.04874608159640138, Validation Loss: 0.04551002073247674
2024-07-30 19:47:30.871523554 +00:00 Epoch 326: Training Loss: 0.048595013408881824, Validation Loss: 0.04536113310604952
2024-07-30 19:47:31.591212752 +00:00 Epoch 327: Training Loss: 0.048444845158645576, Validation Loss: 0.045213230403315034
2024-07-30 19:47:32.315333696 +00:00 Epoch 328: Training Loss: 0.048295561114286435, Validation Loss: 0.045066242818680186
2024-07-30 19:47:33.033739983 +00:00 Epoch 329: Training Loss: 0.048147121543521715, Validation Loss: 0.044920267972824515
2024-07-30 19:47:33.756374582 +00:00 Epoch 330: Training Loss: 0.04799953872987432, Validation Loss: 0.04477521679329033
2024-07-30 19:47:34.477717006 +00:00 Epoch 331: Training Loss: 0.04785278384016525, Validation Loss: 0.04463116642089778
2024-07-30 19:47:35.194686705 +00:00 Epoch 332: Training Loss: 0.04770687663788513, Validation Loss: 0.044488167101259246
2024-07-30 19:47:35.914171922 +00:00 Epoch 333: Training Loss: 0.0475617768532556, Validation Loss: 0.044346075883776516
2024-07-30 19:47:36.631639379 +00:00 Epoch 334: Training Loss: 0.04741752364160394, Validation Loss: 0.044204805337265694
2024-07-30 19:47:37.350690403 +00:00 Epoch 335: Training Loss: 0.04727407643315253, Validation Loss: 0.04406447036783667
2024-07-30 19:47:38.070668072 +00:00 Epoch 336: Training Loss: 0.047131445929581406, Validation Loss: 0.043925064231987526
2024-07-30 19:47:38.788235683 +00:00 Epoch 337: Training Loss: 0.04698961742501066, Validation Loss: 0.04378672378396309
2024-07-30 19:47:39.510809823 +00:00 Epoch 338: Training Loss: 0.04684858834830919, Validation Loss: 0.04364932109714579
2024-07-30 19:47:40.234146309 +00:00 Epoch 339: Training Loss: 0.04670832378785633, Validation Loss: 0.043512947513875404
2024-07-30 19:47:40.952190649 +00:00 Epoch 340: Training Loss: 0.04656882367847323, Validation Loss: 0.04337750964501071
2024-07-30 19:47:41.675684293 +00:00 Epoch 341: Training Loss: 0.04643011805995895, Validation Loss: 0.04324301307953943
2024-07-30 19:47:42.395534469 +00:00 Epoch 342: Training Loss: 0.046292216648256224, Validation Loss: 0.043109445401893536
2024-07-30 19:47:43.128474148 +00:00 Epoch 343: Training Loss: 0.04615506816488419, Validation Loss: 0.04297681133846391
2024-07-30 19:47:43.856784137 +00:00 Epoch 344: Training Loss: 0.046018663498717305, Validation Loss: 0.042845115179636774
2024-07-30 19:47:44.581679629 +00:00 Epoch 345: Training Loss: 0.04588300754217548, Validation Loss: 0.042714452931431696
2024-07-30 19:47:45.301799193 +00:00 Epoch 346: Training Loss: 0.04574811929100707, Validation Loss: 0.04258477612572467
2024-07-30 19:47:46.019594372 +00:00 Epoch 347: Training Loss: 0.04561398496344926, Validation Loss: 0.04245604684786661
2024-07-30 19:47:46.734435376 +00:00 Epoch 348: Training Loss: 0.045480595155607276, Validation Loss: 0.04232824631710201
2024-07-30 19:47:47.453602875 +00:00 Epoch 349: Training Loss: 0.04534796038457132, Validation Loss: 0.0422013849235052
2024-07-30 19:47:48.170238006 +00:00 Epoch 350: Training Loss: 0.04521600429248132, Validation Loss: 0.04207543223511125
2024-07-30 19:47:48.891908287 +00:00 Epoch 351: Training Loss: 0.04508473147510833, Validation Loss: 0.041950442388218746
2024-07-30 19:47:49.623391483 +00:00 Epoch 352: Training Loss: 0.04495417371352767, Validation Loss: 0.04182641074279262
2024-07-30 19:47:50.342425355 +00:00 Epoch 353: Training Loss: 0.04482432582266397, Validation Loss: 0.041703282818227334
2024-07-30 19:47:51.073758313 +00:00 Epoch 354: Training Loss: 0.044695180050726875, Validation Loss: 0.041581030879798246
2024-07-30 19:47:51.809210397 +00:00 Epoch 355: Training Loss: 0.044566742149651506, Validation Loss: 0.04145958478114571
2024-07-30 19:47:52.533321147 +00:00 Epoch 356: Training Loss: 0.04443901616999689, Validation Loss: 0.04133895716294163
2024-07-30 19:47:53.254765346 +00:00 Epoch 357: Training Loss: 0.04431197722059451, Validation Loss: 0.04121919740353446
2024-07-30 19:47:53.981515550 +00:00 Epoch 358: Training Loss: 0.04418561127405761, Validation Loss: 0.04110026406133916
2024-07-30 19:47:54.703318299 +00:00 Epoch 359: Training Loss: 0.04405990617398237, Validation Loss: 0.04098221870942013
2024-07-30 19:47:55.425989997 +00:00 Epoch 360: Training Loss: 0.04393491194154828, Validation Loss: 0.04086504487520178
2024-07-30 19:47:56.148634593 +00:00 Epoch 361: Training Loss: 0.04381059313629551, Validation Loss: 0.04074874441432163
2024-07-30 19:47:56.872542791 +00:00 Epoch 362: Training Loss: 0.043686958842110386, Validation Loss: 0.0406332348712236
2024-07-30 19:47:57.599782218 +00:00 Epoch 363: Training Loss: 0.04356405581595669, Validation Loss: 0.04051844196179198
2024-07-30 19:47:58.327247923 +00:00 Epoch 364: Training Loss: 0.043441879250525756, Validation Loss: 0.04040441961793814
2024-07-30 19:47:59.051288283 +00:00 Epoch 365: Training Loss: 0.04332039668178491, Validation Loss: 0.04029117286626792
2024-07-30 19:47:59.774419768 +00:00 Epoch 366: Training Loss: 0.043199591978127665, Validation Loss: 0.0401786979324902
2024-07-30 19:48:00.493050936 +00:00 Epoch 367: Training Loss: 0.04307947586980466, Validation Loss: 0.04006691629371959
2024-07-30 19:48:01.208982875 +00:00 Epoch 368: Training Loss: 0.042960035622487264, Validation Loss: 0.039955810930067046
2024-07-30 19:48:01.933816922 +00:00 Epoch 369: Training Loss: 0.042841279903326604, Validation Loss: 0.03984542806268214
2024-07-30 19:48:02.650482080 +00:00 Epoch 370: Training Loss: 0.04272323000492559, Validation Loss: 0.039735830802014156
2024-07-30 19:48:03.369394160 +00:00 Epoch 371: Training Loss: 0.042605884126113304, Validation Loss: 0.039627036894267255
2024-07-30 19:48:04.088730537 +00:00 Epoch 372: Training Loss: 0.042489235839195096, Validation Loss: 0.03951899229508987
2024-07-30 19:48:04.806036240 +00:00 Epoch 373: Training Loss: 0.042373268974815734, Validation Loss: 0.03941167307814433
2024-07-30 19:48:05.526074744 +00:00 Epoch 374: Training Loss: 0.04225796743011419, Validation Loss: 0.03930510039671144
2024-07-30 19:48:06.245207294 +00:00 Epoch 375: Training Loss: 0.0421433785375682, Validation Loss: 0.03919922427267031
2024-07-30 19:48:06.964673212 +00:00 Epoch 376: Training Loss: 0.0420294742503308, Validation Loss: 0.03909409514659049
2024-07-30 19:48:07.686943015 +00:00 Epoch 377: Training Loss: 0.04191625004102722, Validation Loss: 0.03898959150724118
2024-07-30 19:48:08.406058250 +00:00 Epoch 378: Training Loss: 0.04180371310219183, Validation Loss: 0.03888574517673829
2024-07-30 19:48:09.121848794 +00:00 Epoch 379: Training Loss: 0.041691818759295125, Validation Loss: 0.03878254411332614
2024-07-30 19:48:09.840808295 +00:00 Epoch 380: Training Loss: 0.041580586080700754, Validation Loss: 0.038679938141585095
2024-07-30 19:48:10.559931410 +00:00 Epoch 381: Training Loss: 0.04147003671086245, Validation Loss: 0.03857787466353713
2024-07-30 19:48:11.281762606 +00:00 Epoch 382: Training Loss: 0.04136014608250103, Validation Loss: 0.03847639889104183
2024-07-30 19:48:11.997990907 +00:00 Epoch 383: Training Loss: 0.04125093255069137, Validation Loss: 0.038375542257122634
2024-07-30 19:48:12.718293423 +00:00 Epoch 384: Training Loss: 0.041142386636324656, Validation Loss: 0.03827529861382308
2024-07-30 19:48:13.437257727 +00:00 Epoch 385: Training Loss: 0.04103447590780612, Validation Loss: 0.03817551792029707
2024-07-30 19:48:14.157583077 +00:00 Epoch 386: Training Loss: 0.04092720582514217, Validation Loss: 0.03807618379998943
2024-07-30 19:48:14.877988669 +00:00 Epoch 387: Training Loss: 0.04082059389992343, Validation Loss: 0.037977405491806164
2024-07-30 19:48:15.595966835 +00:00 Epoch 388: Training Loss: 0.04071464593635638, Validation Loss: 0.037879197907760655
2024-07-30 19:48:16.314947095 +00:00 Epoch 389: Training Loss: 0.040609363747373645, Validation Loss: 0.0377815778602793
2024-07-30 19:48:17.030496788 +00:00 Epoch 390: Training Loss: 0.04050471458803602, Validation Loss: 0.03768449954144197
2024-07-30 19:48:17.747149771 +00:00 Epoch 391: Training Loss: 0.040400737761323385, Validation Loss: 0.03758796823986169
2024-07-30 19:48:18.468233487 +00:00 Epoch 392: Training Loss: 0.04029740497549573, Validation Loss: 0.03749197410763231
2024-07-30 19:48:19.185870446 +00:00 Epoch 393: Training Loss: 0.04019465651309757, Validation Loss: 0.037396546099470566
2024-07-30 19:48:19.905126881 +00:00 Epoch 394: Training Loss: 0.040092484170565185, Validation Loss: 0.03730159742189366
2024-07-30 19:48:20.623281730 +00:00 Epoch 395: Training Loss: 0.0399909324406311, Validation Loss: 0.03720717283491567
2024-07-30 19:48:21.338850067 +00:00 Epoch 396: Training Loss: 0.03988998128462939, Validation Loss: 0.03711323693419287
2024-07-30 19:48:22.054966929 +00:00 Epoch 397: Training Loss: 0.039789626589019154, Validation Loss: 0.037019784508632435
2024-07-30 19:48:22.785359379 +00:00 Epoch 398: Training Loss: 0.03968985367254916, Validation Loss: 0.036926827803294995
2024-07-30 19:48:23.515662808 +00:00 Epoch 399: Training Loss: 0.039590664621400505, Validation Loss: 0.03683438236574062
2024-07-30 19:48:24.234658606 +00:00 Epoch 400: Training Loss: 0.039492027750991573, Validation Loss: 0.036742500581445195
2024-07-30 19:48:24.952256355 +00:00 Epoch 401: Training Loss: 0.039393967515534804, Validation Loss: 0.036651062550952844
2024-07-30 19:48:25.676781506 +00:00 Epoch 402: Training Loss: 0.03929647943532674, Validation Loss: 0.036560045713897635
2024-07-30 19:48:26.399270315 +00:00 Epoch 403: Training Loss: 0.03919955660726316, Validation Loss: 0.03646943992684226
2024-07-30 19:48:27.122218684 +00:00 Epoch 404: Training Loss: 0.039103192994264034, Validation Loss: 0.03637923253851037
2024-07-30 19:48:27.850654894 +00:00 Epoch 405: Training Loss: 0.03900736305168299, Validation Loss: 0.03628938038614306
2024-07-30 19:48:28.580587540 +00:00 Epoch 406: Training Loss: 0.03891204497524975, Validation Loss: 0.03619989668208957
2024-07-30 19:48:29.300867663 +00:00 Epoch 407: Training Loss: 0.03881723920163801, Validation Loss: 0.03611078875599269
2024-07-30 19:48:30.032220481 +00:00 Epoch 408: Training Loss: 0.038722922286758554, Validation Loss: 0.036022115306929205
2024-07-30 19:48:30.758216478 +00:00 Epoch 409: Training Loss: 0.03862907640352484, Validation Loss: 0.03593382613776644
2024-07-30 19:48:31.479195444 +00:00 Epoch 410: Training Loss: 0.038535714061978546, Validation Loss: 0.035845842943510044
2024-07-30 19:48:32.202960219 +00:00 Epoch 411: Training Loss: 0.038442838123755714, Validation Loss: 0.035758210388357775
2024-07-30 19:48:32.935462698 +00:00 Epoch 412: Training Loss: 0.038350434304124215, Validation Loss: 0.03567094229762819
2024-07-30 19:48:33.663085810 +00:00 Epoch 413: Training Loss: 0.0382585129430495, Validation Loss: 0.03558400247640156
2024-07-30 19:48:34.382781173 +00:00 Epoch 414: Training Loss: 0.038167044453640254, Validation Loss: 0.03549741604585694
2024-07-30 19:48:35.110810306 +00:00 Epoch 415: Training Loss: 0.0380760361186794, Validation Loss: 0.03541118008935923
2024-07-30 19:48:35.846425198 +00:00 Epoch 416: Training Loss: 0.03798548432504994, Validation Loss: 0.03532535636115295
2024-07-30 19:48:36.569569492 +00:00 Epoch 417: Training Loss: 0.037895372629339896, Validation Loss: 0.03523985604000219
2024-07-30 19:48:37.289183953 +00:00 Epoch 418: Training Loss: 0.03780567437369334, Validation Loss: 0.03515468522862357
2024-07-30 19:48:38.005921349 +00:00 Epoch 419: Training Loss: 0.03771639787101635, Validation Loss: 0.03506987019351954
2024-07-30 19:48:38.728831292 +00:00 Epoch 420: Training Loss: 0.037627559054376175, Validation Loss: 0.03498537568133202
2024-07-30 19:48:39.461436056 +00:00 Epoch 421: Training Loss: 0.037539155737806355, Validation Loss: 0.034901221068531295
2024-07-30 19:48:40.189765614 +00:00 Epoch 422: Training Loss: 0.03745120107697605, Validation Loss: 0.03481739003284408
2024-07-30 19:48:40.913556623 +00:00 Epoch 423: Training Loss: 0.03736368301447078, Validation Loss: 0.034733963398551906
2024-07-30 19:48:41.649741649 +00:00 Epoch 424: Training Loss: 0.03727660319685986, Validation Loss: 0.034650795918415515
2024-07-30 19:48:42.375575947 +00:00 Epoch 425: Training Loss: 0.03718996870733802, Validation Loss: 0.03456792527393028
2024-07-30 19:48:43.095601756 +00:00 Epoch 426: Training Loss: 0.037103742294625534, Validation Loss: 0.03448534122792716
2024-07-30 19:48:43.814423270 +00:00 Epoch 427: Training Loss: 0.03701791776922463, Validation Loss: 0.03440308431771126
2024-07-30 19:48:44.534265982 +00:00 Epoch 428: Training Loss: 0.03693249813634673, Validation Loss: 0.0343211276651311
2024-07-30 19:48:45.251938763 +00:00 Epoch 429: Training Loss: 0.036847477422597, Validation Loss: 0.034239441261586324
2024-07-30 19:48:45.972018217 +00:00 Epoch 430: Training Loss: 0.0367628193105524, Validation Loss: 0.03415806619213194
2024-07-30 19:48:46.694134110 +00:00 Epoch 431: Training Loss: 0.036678522124057686, Validation Loss: 0.03407701489375126
