1bd9ddd50414715d10079b7f1d021fc7ec46c34a
Using arguments Cli { command: Build(BuildArgs { model_type: Regressor(RegressorArgs { labels: None, params: GenericBuildParams { degree: 3, num_coefficients: 4, hidden_layer_sizes: Some([6, 4, 1]), training_parameters: TrainArgs { data_file: "/tmp/tmp.tC5vR1xjvb.json", num_epochs: 500, knot_update_interval: 100, knot_adaptivity: 0.1, learning_rate: 0.001, knot_extension_targets: Some([10, 20, 50]), knot_extension_times: Some([50, 100, 250]), validate_each_epoch: true, validation_split: 0.2, model_output_file: None, no_save: true } } }) }), log_output: true, num_threads: None }
Thread count not specified. Using 8 threads
Loading regression data from file: "/tmp/tmp.tC5vR1xjvb.json"
creating validation set
Data loaded. Training: 80000, Validation: 20000
2024-07-30 20:46:32.927385232 +00:00 Epoch 220: Training Loss: 12.540331779188751, Validation Loss: 5.288112581402884
2024-07-30 20:46:37.645299051 +00:00 Epoch 221: Training Loss: 12.540081040264242, Validation Loss: 5.2880012643366685
2024-07-30 20:46:42.397363855 +00:00 Epoch 222: Training Loss: 12.539827476341053, Validation Loss: 5.28788648845916
2024-07-30 20:46:47.141221431 +00:00 Epoch 223: Training Loss: 12.539574523384193, Validation Loss: 5.287767268538825
2024-07-30 20:46:51.840641161 +00:00 Epoch 224: Training Loss: 12.539318479080451, Validation Loss: 5.287643331824073
2024-07-30 20:46:56.602804337 +00:00 Epoch 225: Training Loss: 12.539062864249583, Validation Loss: 5.287514679090378
2024-07-30 20:47:01.364854998 +00:00 Epoch 226: Training Loss: 12.538805540420453, Validation Loss: 5.287382649602091
2024-07-30 20:47:06.121620083 +00:00 Epoch 227: Training Loss: 12.538548428812149, Validation Loss: 5.287255047138323
2024-07-30 20:47:10.901661376 +00:00 Epoch 228: Training Loss: 12.538288220012573, Validation Loss: 5.287124493362757
2024-07-30 20:47:15.693606491 +00:00 Epoch 229: Training Loss: 12.538025891320515, Validation Loss: 5.286991342591933
2024-07-30 20:47:20.437741710 +00:00 Epoch 230: Training Loss: 12.537759241849226, Validation Loss: 5.286856421640551
2024-07-30 20:47:25.235933509 +00:00 Epoch 231: Training Loss: 12.53749585845378, Validation Loss: 5.286715765271224
2024-07-30 20:47:29.981226712 +00:00 Epoch 232: Training Loss: 12.537203909568879, Validation Loss: 5.2865625719272185
2024-07-30 20:47:34.801488078 +00:00 Epoch 233: Training Loss: 12.53691272786023, Validation Loss: 5.286400435434647
2024-07-30 20:47:39.589820045 +00:00 Epoch 234: Training Loss: 12.536623614070317, Validation Loss: 5.286227408709744
2024-07-30 20:47:44.366526753 +00:00 Epoch 235: Training Loss: 12.536335739417597, Validation Loss: 5.286045277575659
2024-07-30 20:47:49.144089105 +00:00 Epoch 236: Training Loss: 12.536049501025218, Validation Loss: 5.285853801824691
2024-07-30 20:47:53.906122712 +00:00 Epoch 237: Training Loss: 12.535765475682476, Validation Loss: 5.285650614045667
2024-07-30 20:47:58.678618759 +00:00 Epoch 238: Training Loss: 12.535478757141082, Validation Loss: 5.285437599071332
2024-07-30 20:48:03.453859881 +00:00 Epoch 239: Training Loss: 12.535194395273772, Validation Loss: 5.2852163361738675
2024-07-30 20:48:08.175322074 +00:00 Epoch 240: Training Loss: 12.534911901690934, Validation Loss: 5.284987566650643
2024-07-30 20:48:12.880808529 +00:00 Epoch 241: Training Loss: 12.534626994474921, Validation Loss: 5.284750799741669
2024-07-30 20:48:17.641873694 +00:00 Epoch 242: Training Loss: 12.534343452893571, Validation Loss: 5.28450299167194
2024-07-30 20:48:22.420175228 +00:00 Epoch 243: Training Loss: 12.534063323058584, Validation Loss: 5.2842445298260445
2024-07-30 20:48:27.187764884 +00:00 Epoch 244: Training Loss: 12.53378770211131, Validation Loss: 5.283978101949765
2024-07-30 20:48:31.911044787 +00:00 Epoch 245: Training Loss: 12.53351857787591, Validation Loss: 5.283703691249624
2024-07-30 20:48:36.671347289 +00:00 Epoch 246: Training Loss: 12.533252587315868, Validation Loss: 5.28342299339803
2024-07-30 20:48:41.390032081 +00:00 Epoch 247: Training Loss: 12.532987469907267, Validation Loss: 5.283137442660066
2024-07-30 20:48:46.110515734 +00:00 Epoch 248: Training Loss: 12.53272326893584, Validation Loss: 5.282846661713528
2024-07-30 20:48:50.807981110 +00:00 Epoch 249: Training Loss: 12.532459007881753, Validation Loss: 5.282549871934335
2024-07-30 20:48:55.514735310 +00:00 Epoch 250: Training Loss: 12.532194419800513, Validation Loss: 5.282249009932295
2024-07-30 20:48:55.545847970 +00:00 Extending knot vectors from 20 to 50
2024-07-30 20:49:12.840132099 +00:00 Epoch 251: Training Loss: 12.622625422365637, Validation Loss: 5.371432513347235
2024-07-30 20:49:30.175625639 +00:00 Epoch 252: Training Loss: 12.61973681600394, Validation Loss: 5.371104618651822
2024-07-30 20:49:47.594337083 +00:00 Epoch 253: Training Loss: 12.618867569318134, Validation Loss: 5.370901619166729
2024-07-30 20:50:05.226672818 +00:00 Epoch 254: Training Loss: 12.617860988695544, Validation Loss: 5.370776317500401
2024-07-30 20:50:22.624036726 +00:00 Epoch 255: Training Loss: 12.616910813468303, Validation Loss: 5.370698979131009
2024-07-30 20:50:40.080823141 +00:00 Epoch 256: Training Loss: 12.615939101542546, Validation Loss: 5.370602335434086
2024-07-30 20:50:57.285162680 +00:00 Epoch 257: Training Loss: 12.615107902275767, Validation Loss: 5.37044454885028
2024-07-30 20:51:14.775218449 +00:00 Epoch 258: Training Loss: 12.614435197177693, Validation Loss: 5.370267926725608
2024-07-30 20:51:31.953299477 +00:00 Epoch 259: Training Loss: 12.613797795916044, Validation Loss: 5.370081413096714
2024-07-30 20:51:49.111401695 +00:00 Epoch 260: Training Loss: 12.613184930783165, Validation Loss: 5.369892977058555
2024-07-30 20:52:06.293901224 +00:00 Epoch 261: Training Loss: 12.612618830847863, Validation Loss: 5.369693470621766
2024-07-30 20:52:23.514905246 +00:00 Epoch 262: Training Loss: 12.612071210573694, Validation Loss: 5.369490751749844
2024-07-30 20:52:40.791941396 +00:00 Epoch 263: Training Loss: 12.61155020457268, Validation Loss: 5.3692755252677005
2024-07-30 20:52:58.277968744 +00:00 Epoch 264: Training Loss: 12.611045977526466, Validation Loss: 5.3690623588881765
2024-07-30 20:53:15.550883810 +00:00 Epoch 265: Training Loss: 12.610565099727804, Validation Loss: 5.36883360959732
2024-07-30 20:53:33.099988474 +00:00 Epoch 266: Training Loss: 12.610097792876076, Validation Loss: 5.368611945949333
2024-07-30 20:53:50.570522765 +00:00 Epoch 267: Training Loss: 12.609647543589585, Validation Loss: 5.368372460683318
2024-07-30 20:54:08.103257794 +00:00 Epoch 268: Training Loss: 12.609204155892282, Validation Loss: 5.368148621970948
2024-07-30 20:54:25.485070573 +00:00 Epoch 269: Training Loss: 12.60877327792494, Validation Loss: 5.367900494031433
2024-07-30 20:54:42.749237408 +00:00 Epoch 270: Training Loss: 12.608344107400482, Validation Loss: 5.36767649562786
2024-07-30 20:55:00.339357797 +00:00 Epoch 271: Training Loss: 12.607927510034548, Validation Loss: 5.367418537102079
2024-07-30 20:55:17.862094180 +00:00 Epoch 272: Training Loss: 12.607504471856751, Validation Loss: 5.3672048577205915
2024-07-30 20:55:35.081879941 +00:00 Epoch 273: Training Loss: 12.607098250623086, Validation Loss: 5.366938288348795
2024-07-30 20:55:52.574534188 +00:00 Epoch 274: Training Loss: 12.606702064111767, Validation Loss: 5.366723628195989
2024-07-30 20:56:09.853445244 +00:00 Epoch 275: Training Loss: 12.606329089184236, Validation Loss: 5.366424629740505
2024-07-30 20:56:27.314772954 +00:00 Epoch 276: Training Loss: 12.6059510422782, Validation Loss: 5.366233223557567
2024-07-30 20:56:44.747661344 +00:00 Epoch 277: Training Loss: 12.605592480199023, Validation Loss: 5.365914504792598
2024-07-30 20:57:02.040057443 +00:00 Epoch 278: Training Loss: 12.605214439349492, Validation Loss: 5.365748382104279
2024-07-30 20:57:19.470276935 +00:00 Epoch 279: Training Loss: 12.604846478643053, Validation Loss: 5.36542785337097
2024-07-30 20:57:36.618794035 +00:00 Epoch 280: Training Loss: 12.604474195172392, Validation Loss: 5.365275165833599
2024-07-30 20:57:54.038168826 +00:00 Epoch 281: Training Loss: 12.604116950406898, Validation Loss: 5.364959814904586
2024-07-30 20:58:11.322108987 +00:00 Epoch 282: Training Loss: 12.603762698070716, Validation Loss: 5.3648092758813455
2024-07-30 20:58:28.615446530 +00:00 Epoch 283: Training Loss: 12.603404413671248, Validation Loss: 5.364498580193142
2024-07-30 20:58:45.916260919 +00:00 Epoch 284: Training Loss: 12.603037613732004, Validation Loss: 5.364378978031407
2024-07-30 20:59:02.837014390 +00:00 Epoch 285: Training Loss: 12.602714149994764, Validation Loss: 5.3640648475260315
2024-07-30 20:59:20.331897889 +00:00 Epoch 286: Training Loss: 12.602368584720807, Validation Loss: 5.3639482154728935
2024-07-30 20:59:37.546047589 +00:00 Epoch 287: Training Loss: 12.602049633357923, Validation Loss: 5.363649167659889
2024-07-30 20:59:54.885412525 +00:00 Epoch 288: Training Loss: 12.601732938822348, Validation Loss: 5.363526172128803
2024-07-30 21:00:12.217998199 +00:00 Epoch 289: Training Loss: 12.601401831168161, Validation Loss: 5.363228237043753
2024-07-30 21:00:29.496993772 +00:00 Epoch 290: Training Loss: 12.601050089512965, Validation Loss: 5.36315637909884
2024-07-30 21:00:46.855939102 +00:00 Epoch 291: Training Loss: 12.600792716944014, Validation Loss: 5.362818143493521
2024-07-30 21:01:04.156765698 +00:00 Epoch 292: Training Loss: 12.600423641752368, Validation Loss: 5.362762286128784
2024-07-30 21:01:21.202408731 +00:00 Epoch 293: Training Loss: 12.600154056683008, Validation Loss: 5.36245020888842
2024-07-30 21:01:38.407144469 +00:00 Epoch 294: Training Loss: 12.599817157438054, Validation Loss: 5.362387488001441
2024-07-30 21:01:55.531580851 +00:00 Epoch 295: Training Loss: 12.599552478375438, Validation Loss: 5.362078756579864
2024-07-30 21:02:12.695537844 +00:00 Epoch 296: Training Loss: 12.59921589293046, Validation Loss: 5.362030032741182
2024-07-30 21:02:29.938676731 +00:00 Epoch 297: Training Loss: 12.598983289026004, Validation Loss: 5.3617124013413555
2024-07-30 21:02:47.435228289 +00:00 Epoch 298: Training Loss: 12.598636992703248, Validation Loss: 5.361684779646099
2024-07-30 21:03:04.895718042 +00:00 Epoch 299: Training Loss: 12.598427132647712, Validation Loss: 5.361356572334466
2024-07-30 21:03:22.294586029 +00:00 Epoch 300: Training Loss: 12.598056061399099, Validation Loss: 5.3613314473236455
2024-07-30 21:03:39.720100889 +00:00 Epoch 301: Training Loss: 12.5978321857838, Validation Loss: 5.361046108144992
2024-07-30 21:03:57.235368814 +00:00 Epoch 302: Training Loss: 12.597563762875717, Validation Loss: 5.360970520467187
2024-07-30 21:04:14.585977251 +00:00 Epoch 303: Training Loss: 12.597266781488603, Validation Loss: 5.36070615381745
2024-07-30 21:04:31.881302010 +00:00 Epoch 304: Training Loss: 12.596928869824067, Validation Loss: 5.360694352186113
2024-07-30 21:04:49.150161186 +00:00 Epoch 305: Training Loss: 12.596785912180128, Validation Loss: 5.360358293991944
2024-07-30 21:05:06.503959895 +00:00 Epoch 306: Training Loss: 12.596416262846628, Validation Loss: 5.360356706964972
2024-07-30 21:05:23.919670460 +00:00 Epoch 307: Training Loss: 12.596224404933368, Validation Loss: 5.36008400645371
2024-07-30 21:05:41.254365522 +00:00 Epoch 308: Training Loss: 12.595881704622773, Validation Loss: 5.360059006065291
2024-07-30 21:05:58.674611552 +00:00 Epoch 309: Training Loss: 12.595690181737321, Validation Loss: 5.359771237069235
2024-07-30 21:06:16.276716567 +00:00 Epoch 310: Training Loss: 12.59528248130803, Validation Loss: 5.359790159652917
2024-07-30 21:06:33.824117481 +00:00 Epoch 311: Training Loss: 12.595185488626623, Validation Loss: 5.359468541114374
2024-07-30 21:06:51.348659474 +00:00 Epoch 312: Training Loss: 12.594747225782124, Validation Loss: 5.359507931165038
2024-07-30 21:07:09.793879135 +00:00 Epoch 313: Training Loss: 12.594727637784153, Validation Loss: 5.359144057400087
2024-07-30 21:07:27.245786038 +00:00 Epoch 314: Training Loss: 12.594252312975128, Validation Loss: 5.359199192519067
2024-07-30 21:07:44.303412374 +00:00 Epoch 315: Training Loss: 12.59418537151177, Validation Loss: 5.358909135816002
2024-07-30 21:08:01.476106692 +00:00 Epoch 316: Training Loss: 12.593834360901822, Validation Loss: 5.358868750750224
2024-07-30 21:08:18.769438649 +00:00 Epoch 317: Training Loss: 12.593766126760817, Validation Loss: 5.358561182788186
2024-07-30 21:08:35.958167397 +00:00 Epoch 318: Training Loss: 12.593246101972458, Validation Loss: 5.358639022662122
2024-07-30 21:08:53.392087548 +00:00 Epoch 319: Training Loss: 12.593179727515096, Validation Loss: 5.358343282580447
2024-07-30 21:09:10.814734360 +00:00 Epoch 320: Training Loss: 12.592845812024162, Validation Loss: 5.358341674451132
2024-07-30 21:09:28.317370828 +00:00 Epoch 321: Training Loss: 12.592780323630508, Validation Loss: 5.358033391964309
2024-07-30 21:09:45.723201393 +00:00 Epoch 322: Training Loss: 12.592244748580905, Validation Loss: 5.358093004134206
2024-07-30 21:10:03.220046788 +00:00 Epoch 323: Training Loss: 12.592191413072728, Validation Loss: 5.357787287769947
2024-07-30 21:10:20.602904554 +00:00 Epoch 324: Training Loss: 12.591905374049919, Validation Loss: 5.357894044341726
2024-07-30 21:10:37.790074247 +00:00 Epoch 325: Training Loss: 12.591821879719577, Validation Loss: 5.357527613651331
2024-07-30 21:10:55.085263951 +00:00 Epoch 326: Training Loss: 12.59146620255137, Validation Loss: 5.357549143882247
2024-07-30 21:11:12.514488324 +00:00 Epoch 327: Training Loss: 12.591321980411779, Validation Loss: 5.35726706298785
2024-07-30 21:11:30.141038050 +00:00 Epoch 328: Training Loss: 12.590988295184701, Validation Loss: 5.357361020310158
2024-07-30 21:11:47.539633580 +00:00 Epoch 329: Training Loss: 12.591101221691348, Validation Loss: 5.356953003738754
2024-07-30 21:12:04.782138855 +00:00 Epoch 330: Training Loss: 12.590510836012925, Validation Loss: 5.356939545979047
2024-07-30 21:12:21.708145064 +00:00 Epoch 331: Training Loss: 12.590269678255561, Validation Loss: 5.356806864349869
2024-07-30 21:12:37.689068745 +00:00 Epoch 332: Training Loss: 12.590014872957747, Validation Loss: 5.356763192657864
2024-07-30 21:12:53.388744170 +00:00 Epoch 333: Training Loss: 12.589926184662069, Validation Loss: 5.356531447875893
2024-07-30 21:13:09.024254700 +00:00 Epoch 334: Training Loss: 12.589932286476115, Validation Loss: 5.3564424169140485
2024-07-30 21:13:24.627135316 +00:00 Epoch 335: Training Loss: 12.589727866898986, Validation Loss: 5.356146165337771
2024-07-30 21:13:40.204318534 +00:00 Epoch 336: Training Loss: 12.589444450761478, Validation Loss: 5.356192843466671
2024-07-30 21:13:55.744016301 +00:00 Epoch 337: Training Loss: 12.58939263935207, Validation Loss: 5.355990140648142
2024-07-30 21:14:11.363692738 +00:00 Epoch 338: Training Loss: 12.58881702151135, Validation Loss: 5.3558776551506355
2024-07-30 21:14:26.929856245 +00:00 Epoch 339: Training Loss: 12.588860998377571, Validation Loss: 5.355892139754152
2024-07-30 21:14:42.487915496 +00:00 Epoch 340: Training Loss: 12.588746877752095, Validation Loss: 5.355529599639895
2024-07-30 21:14:58.073471354 +00:00 Epoch 341: Training Loss: 12.588258983802891, Validation Loss: 5.355553808378419
2024-07-30 21:15:13.738169286 +00:00 Epoch 342: Training Loss: 12.588295467285645, Validation Loss: 5.355309958438622
2024-07-30 21:15:29.287264318 +00:00 Epoch 343: Training Loss: 12.587818088307268, Validation Loss: 5.355341476426487
2024-07-30 21:15:45.135755160 +00:00 Epoch 344: Training Loss: 12.587813114503486, Validation Loss: 5.35509074808406
2024-07-30 21:16:01.414784603 +00:00 Epoch 345: Training Loss: 12.587490861017198, Validation Loss: 5.355169106815932
2024-07-30 21:16:18.028895339 +00:00 Epoch 346: Training Loss: 12.587566351660907, Validation Loss: 5.354875891467436
2024-07-30 21:16:34.767489733 +00:00 Epoch 347: Training Loss: 12.587082531654952, Validation Loss: 5.354766937814005
2024-07-30 21:16:51.830773140 +00:00 Epoch 348: Training Loss: 12.586960977884937, Validation Loss: 5.354827649105229
2024-07-30 21:17:08.863900408 +00:00 Epoch 349: Training Loss: 12.58679481328703, Validation Loss: 5.354471435561512
2024-07-30 21:17:25.985930376 +00:00 Epoch 350: Training Loss: 12.586731459749702, Validation Loss: 5.354503958478496
2024-07-30 21:17:43.095384969 +00:00 Epoch 351: Training Loss: 12.586370472283535, Validation Loss: 5.354308728321723
2024-07-30 21:18:00.214355700 +00:00 Epoch 352: Training Loss: 12.58617958131567, Validation Loss: 5.354379283021299
2024-07-30 21:18:17.234127667 +00:00 Epoch 353: Training Loss: 12.58613039342275, Validation Loss: 5.354081034887744
2024-07-30 21:18:34.162384050 +00:00 Epoch 354: Training Loss: 12.585556820786907, Validation Loss: 5.354068169206019
2024-07-30 21:18:51.415758994 +00:00 Epoch 355: Training Loss: 12.58536718380263, Validation Loss: 5.354054389069315
2024-07-30 21:19:08.616809437 +00:00 Epoch 356: Training Loss: 12.585534792784385, Validation Loss: 5.353827508050641
2024-07-30 21:19:25.995280301 +00:00 Epoch 357: Training Loss: 12.585355891849305, Validation Loss: 5.353734767476113
2024-07-30 21:19:43.154185696 +00:00 Epoch 358: Training Loss: 12.585374454702313, Validation Loss: 5.353581988916488
2024-07-30 21:20:00.394165366 +00:00 Epoch 359: Training Loss: 12.584961628760682, Validation Loss: 5.353487972457694
2024-07-30 21:20:17.555444299 +00:00 Epoch 360: Training Loss: 12.584544998291292, Validation Loss: 5.353536275009353
2024-07-30 21:20:35.053489550 +00:00 Epoch 361: Training Loss: 12.584712586107127, Validation Loss: 5.353294177314146
2024-07-30 21:20:52.337591103 +00:00 Epoch 362: Training Loss: 12.584064389553076, Validation Loss: 5.353319916469307
2024-07-30 21:21:09.677072810 +00:00 Epoch 363: Training Loss: 12.583813118897448, Validation Loss: 5.353364850253427
2024-07-30 21:21:27.124197742 +00:00 Epoch 364: Training Loss: 12.583924849446667, Validation Loss: 5.352993011778715
2024-07-30 21:21:44.477935980 +00:00 Epoch 365: Training Loss: 12.583973534270365, Validation Loss: 5.353101339305255
2024-07-30 21:22:01.654593074 +00:00 Epoch 366: Training Loss: 12.583386432441362, Validation Loss: 5.352885045937237
2024-07-30 21:22:18.633736221 +00:00 Epoch 367: Training Loss: 12.583421803649511, Validation Loss: 5.352997202790868
2024-07-30 21:22:35.554513505 +00:00 Epoch 368: Training Loss: 12.583290539525098, Validation Loss: 5.352809939430677
2024-07-30 21:22:52.507096857 +00:00 Epoch 369: Training Loss: 12.582893574811758, Validation Loss: 5.352713364325595
2024-07-30 21:23:09.482055588 +00:00 Epoch 370: Training Loss: 12.583053719157897, Validation Loss: 5.3527550395347845
2024-07-30 21:23:26.433044777 +00:00 Epoch 371: Training Loss: 12.582303874085449, Validation Loss: 5.352643575039129
2024-07-30 21:23:43.445865145 +00:00 Epoch 372: Training Loss: 12.582194032460418, Validation Loss: 5.352622749901716
2024-07-30 21:24:00.489297944 +00:00 Epoch 373: Training Loss: 12.582287473672253, Validation Loss: 5.352421165452734
2024-07-30 21:24:17.410807147 +00:00 Epoch 374: Training Loss: 12.58233862946289, Validation Loss: 5.3524044037319465
2024-07-30 21:24:34.619490400 +00:00 Epoch 375: Training Loss: 12.58181159412638, Validation Loss: 5.352360118393023
2024-07-30 21:24:51.937005660 +00:00 Epoch 376: Training Loss: 12.582052134999829, Validation Loss: 5.352110639927932
2024-07-30 21:25:09.116891467 +00:00 Epoch 377: Training Loss: 12.581454407253295, Validation Loss: 5.352241556951424
2024-07-30 21:25:26.155181179 +00:00 Epoch 378: Training Loss: 12.581403235599753, Validation Loss: 5.352038085840128
2024-07-30 21:25:43.155045042 +00:00 Epoch 379: Training Loss: 12.581425656434414, Validation Loss: 5.352162487388466
2024-07-30 21:26:00.268743951 +00:00 Epoch 380: Training Loss: 12.580812531850034, Validation Loss: 5.352086782647368
2024-07-30 21:26:17.366901303 +00:00 Epoch 381: Training Loss: 12.580630366942291, Validation Loss: 5.351997628435841
2024-07-30 21:26:34.404838696 +00:00 Epoch 382: Training Loss: 12.580960584608528, Validation Loss: 5.3520243762867725
2024-07-30 21:26:51.439415933 +00:00 Epoch 383: Training Loss: 12.580770443858874, Validation Loss: 5.351911342810708
2024-07-30 21:27:08.491721830 +00:00 Epoch 384: Training Loss: 12.580351096282353, Validation Loss: 5.3518828642356
2024-07-30 21:27:25.519000816 +00:00 Epoch 385: Training Loss: 12.58050185559667, Validation Loss: 5.35189278783778
2024-07-30 21:27:42.523776705 +00:00 Epoch 386: Training Loss: 12.580057028722969, Validation Loss: 5.351641844127808
2024-07-30 21:27:59.422159101 +00:00 Epoch 387: Training Loss: 12.58016867913717, Validation Loss: 5.351779789709636
2024-07-30 21:28:16.577668748 +00:00 Epoch 388: Training Loss: 12.580106861223271, Validation Loss: 5.351658159798184
2024-07-30 21:28:33.633472948 +00:00 Epoch 389: Training Loss: 12.579736323937771, Validation Loss: 5.351661125561235
2024-07-30 21:28:50.539019699 +00:00 Epoch 390: Training Loss: 12.579293690835714, Validation Loss: 5.351810402269096
2024-07-30 21:29:07.573933132 +00:00 Epoch 391: Training Loss: 12.579477080812634, Validation Loss: 5.351548307447902
2024-07-30 21:29:24.663701728 +00:00 Epoch 392: Training Loss: 12.579149531862017, Validation Loss: 5.351440064883377
2024-07-30 21:29:41.651048872 +00:00 Epoch 393: Training Loss: 12.579332538809505, Validation Loss: 5.351517219916529
2024-07-30 21:29:58.305838719 +00:00 Epoch 394: Training Loss: 12.578740117069371, Validation Loss: 5.351488031124091
2024-07-30 21:30:15.270325773 +00:00 Epoch 395: Training Loss: 12.578927801692203, Validation Loss: 5.351446289692429
2024-07-30 21:30:32.171593086 +00:00 Epoch 396: Training Loss: 12.578616513517348, Validation Loss: 5.35140417918738
2024-07-30 21:30:49.378122704 +00:00 Epoch 397: Training Loss: 12.578132765001483, Validation Loss: 5.351450898634625
2024-07-30 21:31:06.515906475 +00:00 Epoch 398: Training Loss: 12.57797321364994, Validation Loss: 5.351358101765147
2024-07-30 21:31:23.571846687 +00:00 Epoch 399: Training Loss: 12.578264338931668, Validation Loss: 5.351367915709836
2024-07-30 21:31:40.759014055 +00:00 Epoch 400: Training Loss: 12.577835108615313, Validation Loss: 5.351185675987903
2024-07-30 21:31:57.688506289 +00:00 Epoch 401: Training Loss: 12.577998542422208, Validation Loss: 5.351267666044216
2024-07-30 21:32:14.671908932 +00:00 Epoch 402: Training Loss: 12.577748391497552, Validation Loss: 5.351164104329865
2024-07-30 21:32:31.741200324 +00:00 Epoch 403: Training Loss: 12.57751738132831, Validation Loss: 5.351242839809097
2024-07-30 21:32:48.681054765 +00:00 Epoch 404: Training Loss: 12.577508275682229, Validation Loss: 5.351216832078
2024-07-30 21:33:05.383675073 +00:00 Epoch 405: Training Loss: 12.577265666085047, Validation Loss: 5.35127401361383
2024-07-30 21:33:22.152834642 +00:00 Epoch 406: Training Loss: 12.576980484846759, Validation Loss: 5.351261983183411
2024-07-30 21:33:38.806582106 +00:00 Epoch 407: Training Loss: 12.57689212299056, Validation Loss: 5.350991740706119
2024-07-30 21:33:55.560161836 +00:00 Epoch 408: Training Loss: 12.57711556121196, Validation Loss: 5.350901665822619
2024-07-30 21:34:12.308919265 +00:00 Epoch 409: Training Loss: 12.576893598407505, Validation Loss: 5.350987202234481
2024-07-30 21:34:29.184081702 +00:00 Epoch 410: Training Loss: 12.576701254587876, Validation Loss: 5.35092809143892
2024-07-30 21:34:46.149839084 +00:00 Epoch 411: Training Loss: 12.576533283015692, Validation Loss: 5.350948580798186
2024-07-30 21:35:02.898255557 +00:00 Epoch 412: Training Loss: 12.576334363023078, Validation Loss: 5.350879733207334
2024-07-30 21:35:19.597549320 +00:00 Epoch 413: Training Loss: 12.57607480402131, Validation Loss: 5.35090790679385
2024-07-30 21:35:36.501995568 +00:00 Epoch 414: Training Loss: 12.576033292059877, Validation Loss: 5.350764971177175
2024-07-30 21:35:53.145604385 +00:00 Epoch 415: Training Loss: 12.575730770060678, Validation Loss: 5.350888403555893
2024-07-30 21:36:09.610962317 +00:00 Epoch 416: Training Loss: 12.57558692522263, Validation Loss: 5.350623588739781
2024-07-30 21:36:26.440348055 +00:00 Epoch 417: Training Loss: 12.57579333111131, Validation Loss: 5.350623711298073
2024-07-30 21:36:43.442436023 +00:00 Epoch 418: Training Loss: 12.575550761115712, Validation Loss: 5.350547797874524
2024-07-30 21:37:00.309839121 +00:00 Epoch 419: Training Loss: 12.575429523776714, Validation Loss: 5.350700032830589
2024-07-30 21:37:16.998393022 +00:00 Epoch 420: Training Loss: 12.5752070083444, Validation Loss: 5.350469973734655
2024-07-30 21:37:33.902408680 +00:00 Epoch 421: Training Loss: 12.575092113064176, Validation Loss: 5.35069828257015
2024-07-30 21:37:50.863114352 +00:00 Epoch 422: Training Loss: 12.574757630379894, Validation Loss: 5.350450731345398
2024-07-30 21:38:07.713947 +00:00 Epoch 423: Training Loss: 12.574746840851786, Validation Loss: 5.3506732971744455
2024-07-30 21:38:24.638775091 +00:00 Epoch 424: Training Loss: 12.574065191740127, Validation Loss: 5.350414502996589
2024-07-30 21:38:41.721995843 +00:00 Epoch 425: Training Loss: 12.57450402320828, Validation Loss: 5.350457551881839
2024-07-30 21:38:58.620144157 +00:00 Epoch 426: Training Loss: 12.574455714584277, Validation Loss: 5.350152535154064
2024-07-30 21:39:15.556594278 +00:00 Epoch 427: Training Loss: 12.57423930361438, Validation Loss: 5.350531839948661
2024-07-30 21:39:32.028961950 +00:00 Epoch 428: Training Loss: 12.574134170774828, Validation Loss: 5.350139965455132
2024-07-30 21:39:48.783112648 +00:00 Epoch 429: Training Loss: 12.574065035373351, Validation Loss: 5.350303229220184
2024-07-30 21:40:05.799517886 +00:00 Epoch 430: Training Loss: 12.57379310628024, Validation Loss: 5.35004885916304
2024-07-30 21:40:22.642464922 +00:00 Epoch 431: Training Loss: 12.573675088343055, Validation Loss: 5.350337248682393
2024-07-30 21:40:39.067443122 +00:00 Epoch 432: Training Loss: 12.573526078776785, Validation Loss: 5.3500643392803084
2024-07-30 21:40:55.577132090 +00:00 Epoch 433: Training Loss: 12.573512092208059, Validation Loss: 5.350155710155904
2024-07-30 21:41:12.192037629 +00:00 Epoch 434: Training Loss: 12.573183600693774, Validation Loss: 5.349885295565235
2024-07-30 21:41:28.641266461 +00:00 Epoch 435: Training Loss: 12.573321542118219, Validation Loss: 5.350041212845887
2024-07-30 21:41:45.298903898 +00:00 Epoch 436: Training Loss: 12.573023306681335, Validation Loss: 5.349748714031747
2024-07-30 21:42:02.235998926 +00:00 Epoch 437: Training Loss: 12.572838741995856, Validation Loss: 5.350084720556393
2024-07-30 21:42:18.748100243 +00:00 Epoch 438: Training Loss: 12.572896549518969, Validation Loss: 5.3497620971268525
2024-07-30 21:42:34.788714768 +00:00 Epoch 439: Training Loss: 12.57280948575608, Validation Loss: 5.349982683658445
2024-07-30 21:42:51.277253249 +00:00 Epoch 440: Training Loss: 12.57247389221252, Validation Loss: 5.349543017979047
2024-07-30 21:43:08.279659871 +00:00 Epoch 441: Training Loss: 12.572566703666118, Validation Loss: 5.349835364895322
2024-07-30 21:43:25.021013683 +00:00 Epoch 442: Training Loss: 12.57212566305349, Validation Loss: 5.3495745082066195
2024-07-30 21:43:41.412815767 +00:00 Epoch 443: Training Loss: 12.572265567925019, Validation Loss: 5.349799336503073
2024-07-30 21:43:58.416364716 +00:00 Epoch 444: Training Loss: 12.572049329196034, Validation Loss: 5.349374291103051
2024-07-30 21:44:15.261835502 +00:00 Epoch 445: Training Loss: 12.571960335667356, Validation Loss: 5.349669689165358
